site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
IT-MBo,2008-07-20,0.9996729556975018,FALSE,cNA,NA,0.3941,0.034,0.077,0.3844,0.221,0.1034,NA,290.564422607422,19219222,0,GRA
IT-MBo,2008-07-21,1.0208480444945272,FALSE,cNA,NA,NA,0.034,0.077,NA,0.2213,0.1034,294.3759918166667,289.381988525391,22415330,0,GRA
IT-MBo,2008-07-22,1.036272925548488,FALSE,cNA,0.0635,0.3951,0.0345,0.0778,NA,0.2143,0.1041,294.20932617333335,288.924255371094,23266822,0,GRA
IT-MBo,2008-07-23,1.023145993427253,FALSE,cNA,0.0648,0.388,0.0356,NA,NA,0.2483,0.1064,291.94999695,290.465972900391,26851126,0,GRA
IT-MBo,2008-07-24,1.0008406676967094,FALSE,cNA,0.0695,0.3709,NA,0.0802,0.3903,0.2519,0.1137,292.5099945,291.632141113281,25401836,3.89967283616354,GRA
IT-MBo,2008-07-25,0.9863593605960864,FALSE,cNA,NA,NA,0.0385,NA,0.3877,NA,NA,296.17999269999996,293.425323486328,22508348,7.60363722635524,GRA
IT-MBo,2008-07-26,0.9928357863179768,FALSE,cNA,0.0703,NA,0.0386,NA,0.387,0.2528,NA,296.17665914,292.86181640625,15938638,5.23035541450742,GRA
IT-MBo,2008-07-27,0.9879180776761188,FALSE,cNA,0.0681,0.3752,0.0363,0.0795,0.3876,0.2517,0.1132,295.86532592000003,292.740692138672,17605120,0.294512530250438,GRA
IT-MBo,2008-07-29,0.977105810572614,FALSE,cNA,NA,0.3752,0.0352,0.0785,0.3876,0.2506,0.113,296.30799357333325,292.717315673828,19661832,2.49021412663207,GRA
IT-MBo,2008-07-30,0.9901448708861156,FALSE,cNA,0.067,NA,0.0351,0.0783,0.3869,0.2502,0.1128,294.5099945,293.419921875,21321874,5.85711880536841,GRA
IT-MBo,2008-07-31,0.9670833182932262,FALSE,cNA,0.0676,0.3752,NA,0.0781,0.3871,NA,0.1126,NA,294.165008544922,23539248,9.78184723285455,GRA
IT-MBo,2008-08-01,0.9852595719224354,FALSE,cNA,NA,0.3703,NA,NA,NA,0.2506,0.1138,NA,293.600372314453,19257164,0,GRA
IT-MBo,2008-08-02,0.973597434880587,FALSE,cNA,0.0672,0.3653,0.0366,0.0797,0.3761,0.25,NA,297.19999695,293.286376953125,21259056,0,GRA
IT-MBo,2008-08-03,0.9656239629247048,FALSE,cNA,NA,0.3635,0.0354,0.0778,0.3715,NA,0.1113,NA,293.514678955078,19581336,2.78741198172691,GRA
IT-MBo,2008-08-04,0.9687017925863218,FALSE,cNA,NA,0.3628,0.0354,0.0776,NA,NA,0.1109,297.20932718666666,294.180023193359,20690876,1.32850949978252,GRA
IT-MBo,2008-08-05,0.9538813147569865,FALSE,cNA,0.0651,0.362,0.0354,NA,0.369,0.2447,0.1105,297.47332763666674,293.468048095703,17924078,0,GRA
IT-MBo,2008-08-06,0.983670985062892,FALSE,cNA,0.065,0.3612,0.0356,0.0774,0.3677,0.2443,0.1101,296.56932576666674,292.371368408203,16449112,2.94356977729956,GRA
IT-MBo,2008-08-07,0.9824627631752364,FALSE,cNA,0.0648,NA,0.0311,NA,0.3668,0.2451,NA,296.49000545,293.4765625,19833918,0,GRA
IT-MBo,2008-08-08,1.0383921030452157,FALSE,cNA,0.0641,0.362,0.0277,0.0758,0.3572,0.2431,NA,296.61999104666666,291.472381591797,18664898,0,GRA
IT-MBo,2008-08-09,1.0119898216168333,FALSE,cNA,0.0587,0.3896,NA,0.0757,NA,0.2443,NA,292.6499939,291.374420166016,21254386,0,GRA
IT-MBo,2008-08-10,0.9949346449387448,FALSE,cNA,0.0586,0.3895,0.0258,0.0756,0.3637,0.2438,0.103,293.0133280333333,291.859802246094,17234396,3.36990588158267,GRA
IT-MBo,2008-08-11,0.9978750689660546,FALSE,cNA,0.0585,0.3894,0.026,0.0755,NA,0.2433,0.1027,296.43266194999995,291.933807373047,19461582,2.05344313382898,GRA
IT-MBo,2008-08-12,0.9835303658201824,FALSE,cNA,0.0634,NA,0.03164,0.0809,0.3601,0.2342,NA,293.2773264533334,292.034210205078,13810966,0,GRA
IT-MBo,2008-08-13,0.987456500720535,FALSE,cNA,NA,0.383,0.0382,0.0806,0.3604,NA,NA,295.2813252766666,292.304779052734,16413758,0,GRA
IT-MBo,2008-08-14,0.9967701001616932,FALSE,cNA,0.06548000000000001,0.378,NA,NA,0.3510533333333333,NA,0.10618,292.45732523,292.423065185547,17957516,2.00433180481093,GRA
IT-MBo,2008-08-15,1.031588955847384,FALSE,cNA,0.07024,NA,0.03824,0.079,0.3241133333333333,0.2215,NA,288.05666198666665,289.219390869141,14655568,0,GRA
IT-MBo,2008-08-16,1.0107142789494463,FALSE,cNA,0.06251999999999999,0.3776,0.04244,0.08,0.34652666666666665,NA,0.09822666666666666,293.0499878,289.257598876953,18996810,0,GRA
IT-MBo,2008-08-17,1.0105245358376769,FALSE,cNA,0.05958,NA,0.03828,0.0746,NA,NA,0.09533333333333331,292.22665914000004,289.146911621094,16383132,2.34072132781046,GRA
IT-MBo,2008-08-18,0.9973847936196116,FALSE,cNA,0.0508,0.3895,0.02988,NA,0.35430000000000006,0.2225,NA,NA,290.194580078125,18395614,5.70933676885648,GRA
IT-MBo,2008-08-19,0.9838926818052166,FALSE,cNA,0.05566,0.3918,NA,0.073,NA,0.2368,0.09371333333333334,NA,291.252044677734,19688352,0,GRA
IT-MBo,2008-08-20,0.9897833549210812,FALSE,cNA,0.05344,0.3911,0.03268,0.0727,0.35011999999999993,0.237,0.09043333333333334,295.23666075666665,291.366180419922,17106312,0,GRA
IT-MBo,2008-08-21,0.9930217030389908,FALSE,cNA,0.0525,0.398,0.0315,NA,0.3747,0.2387,0.0924,NA,292.304351806641,17227704,3.33635992620737,GRA
IT-MBo,2008-08-22,1.0015596477363733,FALSE,cNA,0.0521,0.3965,0.0311,NA,0.3731,0.2387,0.0917,292.41665751,292.431304931641,17339004,0,GRA
IT-MBo,2008-08-23,1.0486330552266585,FALSE,cNA,0.0587,NA,0.0332,0.077,0.3856,0.254,0.0991,NA,289.493255615234,12957938,0,GRA
IT-MBo,2008-08-24,1.0168418454008887,FALSE,cNA,0.0585,0.4056,0.0331,0.0767,0.3845,0.253,0.0986,NA,289.782012939453,23811092,3.18613135942622,GRA
IT-MBo,2008-08-25,1.0119116354176196,FALSE,cNA,0.0587,0.4101,NA,0.0763,0.3906,0.2524,0.0959,294.77332661333344,290.204528808594,15094630,6.17579988704325,GRA
IT-MBo,2008-08-26,1.00089936544494,FALSE,cNA,0.0586,0.4097,0.031,0.0761,0.3904,0.2519,0.0962,294.15132751333334,291.580078125,15833128,9.15003770927127,GRA
IT-MBo,2008-08-27,0.9989359242125384,FALSE,cNA,NA,0.4095,0.0307,NA,0.3902,NA,NA,293.2046600333333,291.48681640625,15697854,11.9738680707483,GRA
IT-MBo,2008-08-28,0.9812748115339518,FALSE,cNA,NA,0.4021,NA,0.0757,0.3896,0.2459,0.0965,293.91999814999997,292.138549804688,16351918,14.4152923190217,GRA
IT-MBo,2008-08-29,0.975284074546446,FALSE,cNA,0.051960000000000006,NA,0.03154,0.0753,0.3892,0.2453,0.0965,NA,293.100860595703,18475280,17.4784016852439,GRA
IT-MBo,2008-08-30,0.969158541138406,FALSE,cNA,NA,0.4015,0.035300000000000005,0.0749,0.3887,NA,0.0965,295.7599945,292.764984130859,15146540,20.8412217072474,GRA
IT-MBo,2008-08-31,0.9839423825595522,FALSE,cNA,NA,0.4003,0.035320000000000004,0.0746,0.3872,NA,NA,293.6973256433333,291.685699462891,10154594,24.123314318319,GRA
IT-MBo,2008-09-01,0.996715810945532,FALSE,cNA,0.0555,0.3893,NA,0.0728,0.3597,0.2468,0.092,291.50932514666664,290.345611572266,13005620,17.8948630953605,GRA
IT-MBo,2008-09-02,0.993029907628352,FALSE,cNA,0.0577,0.3967,NA,0.0743,0.3497,0.2524,NA,295.01466063666663,289.430633544922,13817572,19.6642787669862,GRA
IT-MBo,2008-09-03,1.0005284495207458,FALSE,cNA,0.0587,0.4057,0.0365,0.0753,NA,NA,NA,290.5839935266667,289.895599365234,13153234,0,GRA
IT-MBo,2008-09-04,0.9913955542238578,FALSE,cNA,NA,0.4037,0.0349,0.0735,0.3654,0.2452,0.0957,292.38399148999997,290.974761962891,17888178,0,GRA
IT-MBo,2008-09-05,0.9924677546391762,FALSE,cNA,0.0569,0.4023,0.0347,NA,0.364,0.2442,0.0952,292.27599283,290.365570068359,11666498,2.05037206007682,GRA
IT-MBo,2008-09-06,1.006184659226836,FALSE,cNA,0.055940000000000004,0.4011,0.03364,0.0773,NA,NA,0.09352,NA,291.336608886719,12925380,0,GRA
IT-MBo,2008-09-07,1.0294015149555795,FALSE,cNA,0.05304,0.4002,NA,0.077,0.3523266666666667,0.226,0.09558000000000001,286.59532674,289.764678955078,10413186,0,GRA
IT-MBo,2008-09-08,1.0134809879983235,FALSE,cNA,0.05904,0.396,NA,0.0778,0.3595133333333333,NA,0.10105333333333334,292.1799927,290.467712402344,17636450,1.76958808271728,GRA
IT-MBo,2008-09-09,0.9885714125489006,FALSE,cNA,NA,0.3879,0.03219999999999999,0.0742,0.34819999999999995,0.207,0.09398,293.16999814999997,290.569732666016,18506188,3.90485595802873,GRA
IT-MBo,2008-09-10,0.9907871199907464,FALSE,cNA,0.054259999999999996,0.381,NA,0.0738,0.3529999999999999,0.2093,0.10155333333333331,296.02199400666666,292.318664550781,19155374,2.37511059455253,GRA
IT-MBo,2008-09-11,1.0013715671351646,FALSE,cNA,NA,0.3798,0.03488,0.0733,0.35190666666666665,0.2086,0.10938666666666666,297.0313273033333,292.760833740234,18256442,0,GRA
IT-MBo,2008-09-12,1.0004913594949434,FALSE,cNA,0.052239999999999995,0.3726,NA,NA,0.33768666666666664,0.2079,0.08725999999999999,NA,290.492004394531,10245254,0,GRA
IT-MBo,2008-09-13,0.9915884498084888,FALSE,cNA,0.0523,0.3765,0.02792,0.0682,0.3481,NA,0.0841,285.03066000000007,287.093994140625,6261164,0,GRA
IT-MBo,2008-09-14,0.9877755483531062,FALSE,cNA,0.0521,NA,0.028959999999999996,0.0679,0.3466,0.2234,0.0836,283.73199260666667,284.937194824219,5831510,0,GRA
IT-MBo,2008-09-15,0.9543054851597876,FALSE,cNA,0.0521,0.3727,0.0267,NA,0.3413,0.217,0.0825,284.89466043,284.651000976562,11447944,0,GRA
IT-MBo,2008-09-16,0.967622822415232,FALSE,cNA,0.0519,0.3711,0.03154,0.0675,NA,NA,0.082,285.8999939,285.794586181641,16941706,0,GRA
IT-MBo,2008-09-17,0.993962093203284,FALSE,cNA,0.0523,0.3714,0.03086,NA,0.3449,0.2138,NA,NA,285.063232421875,15858068,2.13188228105673,GRA
IT-MBo,2008-09-18,0.9949689893396528,FALSE,cNA,0.0515,NA,0.027480000000000004,0.0668,NA,NA,0.0839,284.89932759333334,285.345153808594,10422506,3.97784999076337,GRA
IT-MBo,2008-09-19,0.9909371023836268,FALSE,cNA,0.0494,0.354,0.0297,0.0643,0.3274,0.2108,0.0826,288.9966634066667,285.528076171875,9198244,5.25978243942016,GRA
IT-MBo,2008-09-25,0.983888072009978,FALSE,cNA,0.0511,0.345,0.0317,0.0645,0.3451,NA,0.0856,286.83132730333335,284.870239257812,14685934,6.52935100483176,GRA
IT-MBo,2008-09-29,0.9961658697026048,FALSE,cNA,0.0528,NA,0.0328,0.0653,0.3515,NA,0.0878,286.8500061,283.577941894531,15397108,11.7809091664111,GRA
IT-MBo,2008-09-30,0.9948476036106658,FALSE,cNA,0.0526,NA,0.0327,0.065,0.3494,0.2025,0.0873,283.5446594266667,282.810821533203,6699000,11.2638355417979,GRA
IT-MBo,2008-10-01,1.007082415373997,FALSE,cNA,NA,0.351,NA,0.0614,0.3437,0.1773,NA,287.4299947033333,284.794708251953,8185471.5,11.2266113072408,GRA
IT-MBo,2008-10-05,0.956092216927214,FALSE,cNA,NA,0.3455,0.0382,0.0722,0.3463,0.2254,0.0943,280.8699951,282.102416992188,15458783,1.01410197203029,GRA
IT-MBo,2008-10-06,0.9701231273828992,FALSE,cNA,0.0673,0.3453,0.0366,0.0712,NA,0.2248,0.0953,286.2899933,283.517364501953,15191926,0.226872725095059,GRA
IT-MBo,2008-10-07,0.9785037485788178,FALSE,cNA,0.0705,NA,0.0379,NA,0.3363,0.223,0.0959,287.94199320000007,284.692626953125,11744212,0,GRA
IT-MBo,2008-10-08,0.980810168086112,FALSE,cNA,0.0673,0.3297,0.0381,NA,NA,NA,NA,NA,285.281829833984,8637599,0.962073715772353,GRA
IT-MBo,2008-10-09,0.9833514050508646,FALSE,cNA,NA,NA,0.0382,NA,NA,0.2355,0.1017,287.9299927,286.551483154297,14299285,1.50251825701956,GRA
IT-MBo,2008-10-10,0.9851609842635568,FALSE,cNA,0.0671,0.3266,0.0375,0.07,0.3441,NA,0.106,290.27999875,287.406982421875,11028004,2.5131436671546,GRA
IT-MBo,2008-10-11,0.9959993274376148,FALSE,cNA,0.0672,0.3247,0.0375,NA,0.3428,NA,NA,289.39132892333333,286.764892578125,12144878,3.52683851740149,GRA
IT-MBo,2008-10-12,1.0076721888385936,FALSE,cNA,NA,0.3139,0.0372,0.0685,0.338,NA,0.1067,290.7599945,286.910919189453,13836402,4.53923948083736,GRA
IT-MBo,2008-10-13,1.0140506879974205,FALSE,cNA,0.0711,NA,NA,0.0676,0.3374,0.2391,0.1093,NA,287.856140136719,13279456,5.52941015276696,GRA
IT-MBo,2008-10-14,1.010633503840653,FALSE,cNA,0.072,0.3027,0.0378,0.0672,0.3348,NA,NA,290.0786600733333,288.316986083984,11815620,5.59372010227826,GRA
IT-MBo,2008-10-15,1.003743666152996,FALSE,cNA,0.0698,0.2949,0.0383,0.0662,0.3207,NA,NA,289.92999265000003,287.115264892578,12359636,4.37597500444887,GRA
IT-MBo,2008-10-18,0.9831904890664754,FALSE,cNA,0.0692,0.2919,NA,0.0647,0.3223,NA,NA,NA,282.970611572266,5194624,1.01412102346273,GRA
IT-MBo,2008-10-19,0.9868933487702822,FALSE,cNA,0.0701,0.2846,0.0367,0.0641,0.3193,0.2246,NA,NA,284.134613037109,9693268,2.02428620972453,GRA
IT-MBo,2008-10-20,0.9929276528283296,FALSE,cNA,0.0702,0.2841,0.0367,0.0641,0.3191,NA,0.1047,NA,283.551513671875,9597684,3.03755488681244,GRA
IT-MBo,2008-10-21,0.9953625133078108,FALSE,cNA,0.0711,0.2706,0.0369,0.0631,NA,NA,0.1061,287.6000061,284.41943359375,8281148,4.05113573169952,GRA
IT-MBo,2008-10-22,1.001225594682807,FALSE,cNA,0.0725,NA,0.0378,NA,NA,0.2192,0.1044,287.9866627966666,285.146331787109,8440036,0.239467273760806,GRA
IT-MBo,2008-10-23,0.998679152699144,FALSE,cNA,0.072,0.2748,0.0367,0.0632,NA,0.2408,NA,283.45399474333334,285.319549560547,6287148,0.424045717628533,GRA
IT-MBo,2008-10-24,1.0117492767891885,FALSE,cNA,NA,0.2766,0.037,NA,0.3215,0.2408,0.1077,NA,285.662689208984,7477726,1.40146845525174,GRA
IT-MBo,2008-10-25,1.0043992930465957,FALSE,cNA,NA,0.2765,0.0369,0.0644,0.3213,0.2408,0.1076,NA,285.964935302734,7623826,2.24209607384175,GRA
IT-MBo,2008-10-26,1.003611743665655,FALSE,cNA,0.0722,0.2787,NA,0.0646,NA,NA,0.1076,288.67999265000003,284.226837158203,10047290,3.25621709730448,GRA
IT-MBo,2008-10-27,1.0092879081618102,FALSE,cNA,0.0721,NA,NA,0.0644,0.3225,0.2402,0.1074,282.0133270233333,282.916076660156,5228468,1.92573097803565,GRA
IT-MBo,2008-10-31,0.9754856231853024,FALSE,cNA,0.04848,0.2795,0.0294,NA,NA,0.2535,0.08620666666666668,281.1586629199999,277.654571533203,1142824,0.610044925696789,GRA
IT-MBo,2008-11-01,0.9663976964719146,FALSE,cNA,NA,0.2786,0.030700000000000005,NA,NA,0.2531,0.10199333333333334,283.4306610066667,282.491546630859,5912042,0.767342104481357,GRA
IT-MBo,2008-11-02,0.9907229887875576,FALSE,cNA,NA,0.2805,0.03514,0.0632,NA,NA,NA,283.44333088999997,282.389801025391,9419962,0.934096514139902,GRA
IT-MBo,2008-11-03,0.996695830499339,FALSE,cNA,0.06994,0.2833,0.03422,NA,0.29624000000000006,NA,NA,281.1486612933333,282.245758056641,1707760,0,GRA
IT-MBo,2008-11-04,0.9914146620850334,FALSE,cNA,0.06962,NA,NA,0.0739,0.3043533333333333,0.2458,0.11028,280.78599547666664,281.952789306641,3511480,0,GRA
IT-MBo,2008-11-15,0.9947146334054716,FALSE,cNA,0.07156,NA,0.03742,0.0826,NA,0.2014,0.11809333333333334,NA,276.122283935547,8592084,0.309800320160308,GRA
IT-MBo,2009-04-04,0.954212156832163,FALSE,cNA,0.6251599999999999,0.5335,0.5722,0.5441,NA,0.0463,NA,278.9106587733333,283.317169189453,17361224,0,GRA
IT-MBo,2009-04-05,0.9706758286476644,FALSE,cNA,0.62196,0.5347,NA,0.546,NA,0.0465,NA,NA,284.049987792969,18184268,0,GRA
IT-MBo,2009-04-06,0.9450419863293752,FALSE,cNA,0.6251599999999999,NA,0.5722,NA,0.21089333333333335,0.0515,0.02857999999999999,NA,284.069244384766,19779268,0,GRA
IT-MBo,2009-04-07,0.9492984325303372,FALSE,cNA,0.6251599999999999,0.539,NA,0.5422,0.2108933333333333,0.0512,0.02857999999999999,NA,283.877105712891,18982726,0,GRA
IT-MBo,2009-04-08,0.949766527164628,FALSE,cNA,0.6251599999999999,0.5402,0.5722,0.5442,0.21089333333333335,0.0514,0.02857999999999999,279.2759918233333,283.917419433594,19411954,0,GRA
IT-MBo,2009-04-09,0.9314951942395115,FALSE,cNA,0.27477999999999997,0.5099,NA,0.4914,0.21682666666666664,32767,0.03370625000000001,279.6979939733334,284.417114257812,19585258,0,GRA
IT-MBo,2009-04-10,0.9454225445803868,TRUE,cNA,0.6251599999999999,NA,NA,0.54990000000000006,0.21089333333333335,0.0523,0.02857999999999999,278.9106587733333,283.195129394531,19231298,0,GRA
IT-MBo,2009-04-13,0.9322118722909828,TRUE,cNA,0.63138,0.5501,0.57182,0.555,0.21089333333333335,NA,0.028579999999999998,280.17332762333336,285.660614013672,22247306,0,GRA
IT-MBo,2009-04-14,0.9314598234932724,TRUE,cNA,0.63138,0.5506,0.57182,0.5553,0.21089333333333335,0.0532,0.028579999999999998,280.16666157,285.404724121094,20050968,0,GRA
IT-MBo,2009-04-21,0.9828412397751388,FALSE,cNA,0.62268,0.5749,0.57442,0.585,NA,NA,0.028579999999999998,278.3006591866667,284.409332275391,12637266,0,GRA
IT-MBo,2009-04-22,0.9315774983457544,TRUE,cNA,0.63138,0.5753,0.5719000000000001,0.577,NA,NA,0.028579999999999998,278.44999695,286.623138427734,25239650,0,GRA
IT-MBo,2009-05-03,0.9351181883217484,TRUE,cNA,0.20734444444444444,0.3365,0.2016,0.278,0.1665631578947368,NA,0.044573913043478255,283.91332600666664,285.884307861328,22729508,0,GRA
IT-MBo,2009-05-04,0.9618174384027948,FALSE,cNA,0.2170888888888889,NA,0.23210000000000003,0.2828,NA,32767,0.044466666666666675,281.4453257233334,283.526550292969,12359034,0,GRA
IT-MBo,2009-05-06,0.944289094196006,FALSE,cNA,0.21418888888888887,0.3488,NA,0.2924,NA,NA,0.04568947368421053,NA,286.542877197266,20881194,0,GRA
IT-MBo,2009-05-07,0.9698725054633788,FALSE,cNA,0.21002222222222222,0.3529,0.22121111111111114,0.2972,NA,32767,0.04660555555555556,284.54932556333335,288.271057128906,25005770,0,GRA
IT-MBo,2009-05-08,0.9690162901494812,FALSE,cNA,0.21418888888888887,0.3525,0.23111111111111113,NA,0.16849999999999998,32767,0.04568947368421053,NA,287.888732910156,20683288,0,GRA
IT-MBo,2009-05-09,0.9692143961658743,FALSE,cNA,NA,0.3521,0.23209999999999997,0.2967,NA,32767,0.04540500000000001,281.4453257233334,287.041381835938,16233464,0,GRA
IT-MBo,2009-05-10,0.973978601033621,FALSE,cNA,0.10464444444444446,NA,0.054155555555555554,NA,NA,NA,0.18771724137931037,288.82666015666666,288.032196044922,20420238,0,GRA
IT-MBo,2009-05-11,0.9840170032665267,FALSE,cNA,NA,NA,0.0379,0.0769,NA,0.1753,0.12754,295.2566589433334,288.994506835938,24470344,0,GRA
IT-MBo,2009-05-12,0.9877301150201084,FALSE,cNA,0.08596,NA,0.047740000000000005,0.077,0.30451333333333336,NA,0.13585999999999998,293.45399475000005,289.894927978516,24330704,0,GRA
IT-MBo,2009-05-13,0.9890376858776064,FALSE,cNA,0.0627,NA,0.03438,NA,0.3284266666666666,0.1951,0.11372666666666667,293.03865967,289.114349365234,18989280,0,GRA
IT-MBo,2009-05-14,0.987770529755608,FALSE,cNA,0.06798000000000001,NA,NA,0.0812,NA,NA,0.10834666666666666,292.3106587700001,287.995208740234,17172412,0,GRA
IT-MBo,2009-05-15,0.994552982631398,FALSE,cNA,0.07008,0.3416,NA,0.0813,NA,NA,NA,282.95332742666665,286.538055419922,14273276,0,GRA
IT-MBo,2009-05-16,0.98161526562426,FALSE,cNA,0.07424,0.3332,0.04154,NA,NA,NA,0.11436666666666666,NA,287.802368164062,21186116,0,GRA
IT-MBo,2009-05-17,0.9932734853962976,FALSE,cNA,0.06998,0.3335,0.03614,NA,0.3198666666666667,0.2104,0.12136666666666665,NA,289.874359130859,23651456,0,GRA
IT-MBo,2009-05-18,0.9968258343063696,FALSE,cNA,0.088,0.295,0.0507,NA,NA,0.2114,NA,NA,290.990692138672,24066120,0,GRA
IT-MBo,2009-05-19,0.9938258572240896,FALSE,cNA,0.0668,NA,NA,NA,0.3344,0.2118,0.1212,293.68532512,290.690155029297,21967512,0,GRA
IT-MBo,2009-05-20,0.9982036869354056,FALSE,cNA,0.0682,0.3298,0.0422,0.0809,0.3305,0.2246,0.1069,NA,291.452758789062,21087220,0,GRA
IT-MBo,2009-05-21,0.9893656434720892,FALSE,cNA,0.0643,NA,0.0402,0.0786,0.3445,0.2222,0.1024,NA,291.450897216797,22561904,0,GRA
IT-MBo,2009-05-22,0.9968799923007444,FALSE,cNA,0.0657,NA,0.0402,0.0794,0.3481,NA,NA,296.4366587333333,292.087310791016,23202052,0,GRA
IT-MBo,2009-05-23,0.985907402023566,FALSE,cNA,0.0634,0.3618,NA,0.0782,NA,NA,0.1034,296.85998535,292.751800537109,25253104,0,GRA
IT-MBo,2009-05-24,0.9812174719439222,FALSE,cNA,NA,NA,NA,0.0782,NA,0.2262,0.1033,NA,293.425384521484,23610792,0,GRA
IT-MBo,2009-05-25,0.976712877754802,FALSE,cNA,0.0632,NA,0.0389,0.0783,NA,0.2263,0.1033,299.16998290000004,295.141815185547,26079952,0,GRA
IT-MBo,2009-05-26,0.9856905416366764,FALSE,cNA,NA,0.3867,0.0358,0.0742,NA,0.2101,NA,300.34999085000004,294.267303466797,25808184,0,GRA
IT-MBo,2009-05-27,1.0337075949918118,FALSE,cNA,0.0585,0.3893,0.0355,NA,NA,NA,0.0939,291.9799957,290.022766113281,21657924,0,GRA
IT-MBo,2009-05-28,1.063663636912903,FALSE,cNA,NA,NA,0.0355,0.0742,NA,0.2097,0.0938,296.23999025,289.81103515625,24575084,0,GRA
IT-MBo,2009-05-29,1.0660717690996302,FALSE,cNA,0.0585,0.3931,NA,NA,0.369,0.2084,0.0886,292.8326588966667,289.276885986328,23989448,0,GRA
IT-MBo,2009-05-30,1.1015200918065906,FALSE,cNA,0.0585,0.3933,0.0358,0.0728,NA,0.2079,0.0884,293.6199951,287.128295898438,24447796,0,GRA
IT-MBo,2009-06-01,1.050285793691337,FALSE,cNA,0.0584,NA,0.0339,0.0751,NA,0.1979,0.0887,NA,287.077697753906,22984480,0,GRA
IT-MBo,2009-06-02,1.0675156404345394,FALSE,cNA,0.0585,0.4072,0.0339,0.0752,0.3693,0.1967,0.0885,295.06999205,290.483703613281,22940824,0,GRA
IT-MBo,2009-06-03,1.0453761369794303,FALSE,cNA,0.0585,0.4092,0.0325,0.0753,0.3699,0.196,0.0887,286.94999695,291.5947265625,26255288,0,GRA
IT-MBo,2009-06-04,1.0358094510032054,FALSE,cNA,0.0562,NA,0.0315,0.0748,0.3746,0.1911,0.0836,290.81865946,288.487152099609,22865256,1.27583238586656,GRA
IT-MBo,2009-06-05,1.0039885775198223,FALSE,cNA,0.0522,0.4274,0.0304,0.0744,NA,NA,0.0803,291.50066019,287.830230712891,13273404,3.30926169290884,GRA
IT-MBo,2009-06-06,1.0151659604042034,FALSE,cNA,NA,0.4384,NA,0.0735,0.369,NA,0.0807,287.76132710666667,286.256896972656,6525864,0,GRA
IT-MBo,2009-06-07,1.04096749355562,FALSE,cNA,0.0486,NA,NA,0.0746,NA,0.1905,0.0771,NA,288.195617675781,19543512,0,GRA
IT-MBo,2009-06-08,1.0206856399973607,FALSE,cNA,NA,0.4403,0.0264,0.0668,0.355,0.179,0.0771,290.6639933266666,288.029266357422,17811596,0,GRA
IT-MBo,2009-06-09,1.0164463762997282,FALSE,cNA,0.0526,NA,0.0329,0.0736,0.3627,NA,0.0795,288.8573293,288.452270507812,21385256,0,GRA
IT-MBo,2009-06-10,1.023600994341302,FALSE,cNA,0.0524,0.4486,NA,NA,0.3633,NA,NA,NA,288.580169677734,18610456,0,GRA
IT-MBo,2009-06-11,1.0265341199060205,FALSE,cNA,0.0508,0.4741,0.0334,0.0757,0.3856,0.1967,NA,294.5399933,290.2763671875,23255328,0,GRA
IT-MBo,2009-06-13,1.0417294802308497,FALSE,cNA,0.0495,0.4739,NA,0.0744,NA,NA,0.0807,296.4600067,291.463409423828,24390236,3.49541671922176,GRA
IT-MBo,2009-06-14,0.9983157629640026,FALSE,cNA,0.0495,0.4742,NA,NA,NA,NA,0.0807,NA,292.710876464844,26035982,6.63941930366531,GRA
IT-MBo,2009-06-15,0.9694815841047164,FALSE,cNA,0.0495,NA,0.0337,0.0749,0.3876,NA,0.0808,294.74465841,292.413269042969,15322058,0,GRA
IT-MBo,2009-06-16,0.9685481476640674,FALSE,cNA,0.0437,0.4762,NA,0.0751,NA,0.1985,NA,297.48999025,293.133270263672,20640068,0,GRA
IT-MBo,2009-06-17,1.0166587302704475,FALSE,cNA,0.0467,0.4802,0.0291,0.0759,NA,0.2017,0.079,292.24465942666666,290.766204833984,14525364,3.17518073721065,GRA
IT-MBo,2009-06-18,1.0040235624335605,FALSE,cNA,0.0468,0.4805,0.0293,0.0758,NA,0.2019,0.0789,297.01132608999995,292.534423828125,25274916,6.30713172377633,GRA
IT-MBo,2009-06-19,0.981261431325062,FALSE,cNA,NA,0.4806,NA,NA,0.3875,0.202,0.0789,293.5019927966667,291.876556396484,18436592,0,GRA
IT-MBo,2009-06-20,1.055020414854502,FALSE,cNA,0.0472,0.4808,NA,0.0763,0.3898,NA,0.079,NA,288.476776123047,21657216,0,GRA
